14.3237,11.436,12.6899,1,1000000000
11.0179,17.1231,12.3283,1,1000000001
11.7162,19.0934,12.5221,1,1000000002
12.4692,17.9492,13.1276,1,1000000003
17.2471,16.6329,8.3179,1,1000000004
14.5578,18.3416,8.60093,1,1000000005
18.2248,18.5599,9.18695,1,1000000006
18.3031,18.8929,9.23246,1,1000000007
15.2326,17.0252,9.42214,1,1000000008
18.0244,18.3229,10.2881,1,1000000009
15.4554,16.7276,10.65,1,1000000010
16.5521,16.8721,10.7331,1,1000000011
17.1057,18.5755,10.7275,1,1000000012
19.1861,19.1882,10.9882,1,1000000013
14.452,15.4707,11.1464,1,1000000014
13.9872,18.6183,11.1842,1,1000000015
15.7944,19.1596,11.136,1,1000000016
15.6628,16.5567,11.3424,1,1000000017
15.9249,17.9474,11.375,1,1000000018
17.7383,15.9819,11.8174,1,1000000019
14.8054,16.2342,11.8285,1,1000000020
15.627,17.1828,12.0906,1,1000000021
16.1446,15.6881,12.1696,1,1000000022
18.4429,16.0221,12.3071,1,1000000023
13.2793,17.3717,12.3145,1,1000000024
13.6891,16.4086,12.4395,1,1000000025
18.5771,18.2783,12.5121,1,1000000026
16.2845,15.7078,12.6798,1,1000000027
15.5629,16.9305,12.6255,1,1000000028
14.3544,17.0818,12.7362,1,1000000029
16.6369,18.3034,12.7405,1,1000000030
13.1035,18.5193,12.802,1,1000000031
13.726,18.9362,12.718,1,1000000032
14.9753,16.3822,12.9129,1,1000000033
18.3266,17.0107,12.9676,1,1000000034
15.7365,17.2217,12.9083,1,1000000035
13.5056,17.3795,12.8645,1,1000000036
17.7105,18.9461,12.9041,1,1000000037
17.6581,17.3514,13.1382,1,1000000038
16.7441,19.151,13.1532,1,1000000039
16.07,14.0569,13.2993,1,1000000040
16.0238,15.9158,13.4355,1,1000000041
13.6592,16.0223,13.3872,1,1000000042
13.2248,14.7999,13.6696,1,1000000043
13.6444,17.1379,13.5112,1,1000000044
16.4238,15.5422,13.7481,1,1000000045
13.2248,16.5187,13.8358,1,1000000046
13.9324,18.4853,13.7846,1,1000000047
16.2332,18.7285,13.8498,1,1000000048
19.3532,16.5655,10.3501,1,1000000049
