18.7539,10.5364,13.8749,1,1000000000
21.8908,12.7682,13.4365,1,1000000001
16.2303,16.6689,11.4168,1,1000000002
17.977,15.9469,12.0389,1,1000000003
16.0294,16.028,12.0928,1,1000000004
18.8203,16.276,12.5205,1,1000000005
18.3043,16.6108,12.7079,1,1000000006
16.1964,13.0322,13.1105,1,1000000007
17.6072,14.2314,13.2297,1,1000000008
18.7603,17.6156,13.1585,1,1000000009
17.4157,17.5597,13.4159,1,1000000010
17.2801,13.6424,13.554,1,1000000011
16.0456,13.7477,13.5169,1,1000000012
18.8899,14.0355,13.6404,1,1000000013
16.6998,14.8679,13.5807,1,1000000014
18.3147,15.434,13.6068,1,1000000015
18.2721,17.1624,13.534,1,1000000016
16.8115,18.2358,13.614,1,1000000017
17.9851,18.9915,13.4628,1,1000000018
17.3294,16.1771,13.6939,1,1000000019
20.6192,13.9112,10.6989,1,1000000020
19.4239,17.7147,10.7868,1,1000000021
23.6296,16.3435,11.1776,1,1000000022
22.7277,16.7445,11.3695,1,1000000023
21.8198,18.1169,11.3826,1,1000000024
24.5751,16.0145,11.5318,1,1000000025
20.0789,17.3772,11.5722,1,1000000026
19.8297,14.4874,12.2623,1,1000000027
23.8434,13.7783,12.4111,1,1000000028
19.8588,15.3877,12.4948,1,1000000029
22.5703,13.2667,12.8844,1,1000000030
19.8729,13.9546,13.0052,1,1000000031
21.9795,16.8711,12.8386,1,1000000032
21.2458,14.6002,13.1096,1,1000000033
23.0778,16.6297,13.0639,1,1000000034
24.1216,17.7569,13.1023,1,1000000035
20.4271,18.6827,13.2144,1,1000000036
20.33,19.1247,13.1173,1,1000000037
22.8645,16.0357,13.3898,1,1000000038
20.9555,16.5718,13.258,1,1000000039
22.5666,17.2626,13.3032,1,1000000040
20.115,18.2332,13.356,1,1000000041
22.6319,18.2647,13.3308,1,1000000042
24.1071,18.8545,13.3817,1,1000000043
22.4933,18.9317,13.3822,1,1000000044
21.9687,13.6368,13.4584,1,1000000045
20.8629,13.8944,13.6506,1,1000000046
19.6702,14.9499,13.5914,1,1000000047
23.0784,15.7721,13.5207,1,1000000048
22.7796,17.1511,13.5291,1,1000000049
19.9179,17.322,13.4916,1,1000000050
19.5384,15.8995,13.7501,1,1000000051
22.747,16.3518,13.8438,1,1000000052
22.5125,17.9929,13.7499,1,1000000053
21.5873,18.2871,13.8302,1,1000000054
18.0812,20.0652,10.885,1,1000000055
